00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
02 ff 0707070707070707
01 01 d5555555555555fb
01 00 13000c0aec558000
01 00 00450008412f083a
01 00 0140004010375400
01 00 a8c0d42aa8c07f2c
01 00 076a4ed90008f52a
01 00 00005c154fba0100
01 00 000000042a220000
01 00 1514131211100000
01 00 1d1c1b1a19181716
01 00 2524232221201f1e
01 00 2d2c2b2a29282726
01 00 3534333231302f2e
01 c0 07fde25b94ba3736
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
00 ff 0707070707070707
